,,,,,,,,,,,,,,OD490,,,,,,,,,OD600,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,,,,,,,0.085 ,0.075 ,0.079 ,0.078 ,0.075 ,0.079 ,0.058 ,0.363 ,0.513 ,0.043 ,0.047 ,0.044 ,,0.060 ,0.048 ,0.051 ,0.047 ,0.047 ,0.048 ,0.037 ,0.086 ,0.229 ,0.039 ,0.038 ,0.039 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,,,,,,,0.065 ,0.060 ,0.062 ,0.061 ,0.067 ,0.065 ,0.061 ,0.065 ,0.059 ,0.063 ,0.046 ,0.044 ,,0.046 ,0.039 ,0.039 ,0.040 ,0.040 ,0.039 ,0.040 ,0.043 ,0.041 ,0.042 ,0.036 ,0.038 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,CELLS ONLY,CELLS ONLY,CELLS ONLY,CELLS ONLY,,,,0.067 ,0.060 ,0.070 ,0.064 ,0.062 ,0.069 ,0.052 ,0.053 ,0.053 ,0.061 ,0.045 ,0.043 ,,0.044 ,0.037 ,0.050 ,0.037 ,0.041 ,0.042 ,0.040 ,0.039 ,0.037 ,0.045 ,0.041 ,0.042 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,1% TX100,1% TX100,1% TX100,1% TX100,,,,0.066 ,0.061 ,0.064 ,0.063 ,0.065 ,0.069 ,0.337 ,0.368 ,0.341 ,0.389 ,0.043 ,0.047 ,,0.046 ,0.040 ,0.042 ,0.043 ,0.042 ,0.043 ,0.080 ,0.087 ,0.083 ,0.097 ,0.039 ,0.041 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 15,PA-T0,,,,,,PA-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.077 ,0.069 ,0.065 ,0.067 ,0.064 ,0.064 ,0.071 ,0.064 ,0.069 ,0.069 ,0.070 ,0.071 ,,0.059 ,0.050 ,0.051 ,0.052 ,0.047 ,0.046 ,0.054 ,0.048 ,0.053 ,0.052 ,0.051 ,0.057 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.063 ,0.060 ,0.057 ,0.055 ,0.057 ,0.058 ,0.060 ,0.057 ,0.058 ,0.062 ,0.063 ,0.065 ,,0.049 ,0.043 ,0.044 ,0.041 ,0.040 ,0.041 ,0.043 ,0.044 ,0.044 ,0.045 ,0.045 ,0.046 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.064 ,0.061 ,0.061 ,0.056 ,0.057 ,0.055 ,0.059 ,0.057 ,0.059 ,0.063 ,0.061 ,0.066 ,,0.053 ,0.044 ,0.042 ,0.041 ,0.044 ,0.041 ,0.045 ,0.043 ,0.042 ,0.044 ,0.044 ,0.047 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.068 ,0.058 ,0.057 ,0.055 ,0.057 ,0.057 ,0.058 ,0.058 ,0.060 ,0.059 ,0.064 ,0.066 ,,0.049 ,0.042 ,0.040 ,0.039 ,0.042 ,0.041 ,0.041 ,0.042 ,0.044 ,0.042 ,0.047 ,0.043 
,PA-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,,,,,,,0.096 ,0.073 ,0.074 ,0.075 ,0.075 ,0.073 ,0.059 ,0.392 ,0.376 ,0.044 ,0.042 ,0.042 ,,0.062 ,0.046 ,0.051 ,0.051 ,0.050 ,0.049 ,0.040 ,0.093 ,0.086 ,0.040 ,0.038 ,0.039 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,,,,,,,0.067 ,0.061 ,0.061 ,0.057 ,0.098 ,0.061 ,0.058 ,0.060 ,0.057 ,0.062 ,0.043 ,0.043 ,,0.045 ,0.042 ,0.045 ,0.042 ,0.078 ,0.041 ,0.043 ,0.043 ,0.041 ,0.043 ,0.037 ,0.039 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,CELLS ONLY,CELLS ONLY,CELLS ONLY,CELLS ONLY,,,,0.066 ,0.060 ,0.061 ,0.062 ,0.063 ,0.062 ,0.048 ,0.053 ,0.050 ,0.056 ,0.043 ,0.042 ,,0.046 ,0.041 ,0.041 ,0.042 ,0.040 ,0.042 ,0.039 ,0.038 ,0.038 ,0.042 ,0.041 ,0.042 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,1% TX100,1% TX100,1% TX100,1% TX100,,,,0.068 ,0.060 ,0.066 ,0.064 ,0.064 ,0.064 ,0.349 ,0.387 ,0.344 ,0.406 ,0.042 ,0.044 ,,0.047 ,0.041 ,0.045 ,0.044 ,0.043 ,0.044 ,0.084 ,0.091 ,0.081 ,0.104 ,0.040 ,0.039 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 16,PAEE-T0,,,,,,PAEE-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.068 ,0.061 ,0.061 ,0.059 ,0.056 ,0.061 ,0.067 ,0.059 ,0.061 ,0.062 ,0.061 ,0.066 ,,0.056 ,0.051 ,0.048 ,0.046 ,0.045 ,0.047 ,0.053 ,0.046 ,0.047 ,0.049 ,0.049 ,0.050 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.063 ,0.051 ,0.056 ,0.060 ,0.058 ,0.054 ,0.056 ,0.061 ,0.061 ,0.062 ,0.065 ,0.063 ,,0.051 ,0.040 ,0.045 ,0.047 ,0.044 ,0.042 ,0.043 ,0.045 ,0.046 ,0.045 ,0.049 ,0.049 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.061 ,0.052 ,0.055 ,0.055 ,0.056 ,0.056 ,0.054 ,0.060 ,0.058 ,0.060 ,0.060 ,0.069 ,,0.054 ,0.041 ,0.040 ,0.042 ,0.044 ,0.043 ,0.040 ,0.044 ,0.043 ,0.043 ,0.044 ,0.050 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.066 ,0.056 ,0.052 ,0.053 ,0.054 ,0.051 ,0.055 ,0.057 ,0.060 ,0.057 ,0.061 ,0.064 ,,0.048 ,0.043 ,0.041 ,0.039 ,0.040 ,0.040 ,0.039 ,0.042 ,0.040 ,0.042 ,0.041 ,0.046 
,PAEE-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,CELLS ONLY,CELLS ONLY,CELLS ONLY,CELLS ONLY,,,,0.080 ,0.058 ,0.062 ,0.056 ,0.061 ,0.060 ,0.054 ,0.055 ,0.055 ,0.055 ,0.046 ,0.045 ,,0.056 ,0.040 ,0.045 ,0.042 ,0.042 ,0.043 ,0.041 ,0.038 ,0.041 ,0.039 ,0.044 ,0.040 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,1% TX100,1% TX100,1% TX100,1% TX100,,,,0.062 ,0.058 ,0.059 ,0.058 ,0.059 ,0.058 ,0.301 ,0.341 ,0.284 ,0.335 ,0.043 ,0.046 ,,0.045 ,0.037 ,0.038 ,0.039 ,0.040 ,0.040 ,0.072 ,0.078 ,0.072 ,0.084 ,0.041 ,0.042 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,,,,,,,0.061 ,0.062 ,0.056 ,0.056 ,0.058 ,0.065 ,0.048 ,0.051 ,0.049 ,0.051 ,0.043 ,0.042 ,,0.044 ,0.042 ,0.037 ,0.039 ,0.039 ,0.043 ,0.037 ,0.040 ,0.043 ,0.043 ,0.040 ,0.041 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,,,,,,,0.068 ,0.056 ,0.065 ,0.056 ,0.056 ,0.061 ,0.039 ,0.039 ,0.042 ,0.042 ,0.041 ,0.046 ,,0.049 ,0.040 ,0.042 ,0.041 ,0.041 ,0.044 ,0.040 ,0.040 ,0.039 ,0.041 ,0.040 ,0.043 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plate 17,PAEE-T0,,,,,,PAEE-T2,,,,,,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 ,,1.000 ,2.000 ,3.000 ,4.000 ,5.000 ,6.000 ,7.000 ,8.000 ,9.000 ,10.000 ,11.000 ,12.000 
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,,0.067 ,0.060 ,0.061 ,0.054 ,0.054 ,0.058 ,0.067 ,0.059 ,0.059 ,0.056 ,0.060 ,0.061 ,,0.057 ,0.048 ,0.048 ,0.050 ,0.048 ,0.050 ,0.054 ,0.050 ,0.048 ,0.051 ,0.055 ,0.052 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,,0.061 ,0.052 ,0.050 ,0.048 ,0.054 ,0.054 ,0.056 ,0.055 ,0.059 ,0.061 ,0.060 ,0.058 ,,0.050 ,0.045 ,0.044 ,0.045 ,0.046 ,0.044 ,0.043 ,0.048 ,0.048 ,0.047 ,0.048 ,0.049 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,0.057 ,0.050 ,0.051 ,0.050 ,0.053 ,0.052 ,0.053 ,0.058 ,0.054 ,0.060 ,0.060 ,0.066 ,,0.049 ,0.042 ,0.044 ,0.045 ,0.044 ,0.043 ,0.044 ,0.044 ,0.046 ,0.048 ,0.046 ,0.051 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,0.058 ,0.053 ,0.052 ,0.049 ,0.054 ,0.051 ,0.059 ,0.054 ,0.059 ,0.056 ,0.057 ,0.058 ,,0.048 ,0.045 ,0.042 ,0.043 ,0.042 ,0.044 ,0.045 ,0.042 ,0.043 ,0.045 ,0.048 ,0.045 
,PAEE-T4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0-300,0.1-300,0.25-300,0.5-300,1-300,2-300,CELLS ONLY,CELLS ONLY,CELLS ONLY,CELLS ONLY,,,,0.065 ,0.060 ,0.056 ,0.056 ,0.058 ,0.058 ,0.056 ,0.058 ,0.058 ,0.057 ,0.041 ,0.041 ,,0.051 ,0.044 ,0.044 ,0.042 ,0.042 ,0.045 ,0.045 ,0.046 ,0.046 ,0.043 ,0.040 ,0.040 
,0-100,0.1-100,0.25-100,0.5-100,1-100,2-100,1% TX100,1% TX100,1% TX100,1% TX100,,,,0.066 ,0.060 ,0.060 ,0.060 ,0.060 ,0.062 ,0.292 ,0.310 ,0.275 ,0.326 ,0.042 ,0.045 ,,0.051 ,0.043 ,0.043 ,0.043 ,0.044 ,0.046 ,0.077 ,0.080 ,0.074 ,0.081 ,0.043 ,0.042 
,0-30,0.1-30,0.25-30,0.5-30,1-30,2-30,,,,,,,,0.061 ,0.066 ,0.057 ,0.062 ,0.058 ,0.064 ,0.052 ,0.050 ,0.051 ,0.054 ,0.043 ,0.043 ,,0.049 ,0.045 ,0.041 ,0.044 ,0.041 ,0.044 ,0.044 ,0.043 ,0.042 ,0.046 ,0.047 ,0.045 
,0-10,0.1-10,0.25-10,0.5-10,1-10,2-10,,,,,,,,0.069 ,0.059 ,0.065 ,0.057 ,0.058 ,0.062 ,0.043 ,0.042 ,0.041 ,0.047 ,0.045 ,0.043 ,,0.052 ,0.044 ,0.047 ,0.045 ,0.042 ,0.044 ,0.044 ,0.041 ,0.045 ,0.045 ,0.045 ,0.047 
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
